transcription,file_name
"Ce sont quelques-uns des termes associés à la TSH, à la glande thyroïde et aux hormones thyroïdiennes. La thyroïde est un sujet complexe, et il existe de nombreux autres termes liés à son fonctionnement, ses pathologies et ses traitements.

L'endocrinologie est la branche de la médecine qui étudie les glandes endocrines, leurs sécrétions hormonales, et leurs effets sur le corps. Voici un champ lexical autour de l'endocrinologie:
Hormone: Substance chimique sécrétée par une glande endocrine qui agit sur d'autres organes ou tissus pour réguler leur fonction.
Glande endocrine: Glande qui libère ses sécrétions (hormones) directement dans la circulation sanguine.
Glande exocrine: Glande qui libère ses sécrétions par des canaux, comme les glandes salivaires ou sudoripares.
Pancréas: Glande qui produit l'insuline, le glucagon et d'autres hormones impliquées dans la régulation de la glycémie.
Diabète: Maladie caractérisée par une hyperglycémie due à un défaut de production ou d'action de l'insuline.
Insuline: Hormone produite par le pancréas qui régule la glycémie en favorisant l'entrée du glucose dans les cellules.

",
"Goitre: Une augmentation de taille de la glande thyroïde, souvent due à une production insuffisante ou excessive d'hormones thyroïdiennes ou à une carence en iode.
       Hyperthyroïdie: Condition où la glande thyroïde produit trop d'hormones thyroïdiennes.
       Hypothyroïdie: Condition où la glande thyroïde ne produit pas suffisamment d'hormones thyroïdiennes.
       Thyroidite: Inflammation de la glande thyroïde, qui peut être due à de multiples causes.
        Nodule thyroïdien: Une petite masse ou une bosse dans la glande thyroïde.
        Cancer de la thyroïde: Une tumeur maligne de la glande thyroïde.
        Iode: Un élément essentiel pour la production d'hormones thyroïdiennes.
        Anticorps antithyroïdiens: Protéines produites par le corps qui peuvent attaquer la glande thyroïde, souvent associées à des maladies auto-immunes de la thyroïde comme la maladie de Hashimoto.
        Lévothyroxine: Un médicament souvent prescrit pour traiter l'hypothyroïdie. Il est une forme synthétique de T4.
        Endocrinologie: La branche de la médecine qui étudie les glandes endocrines et les hormones, y compris la glande thyroïde et la TSH.
",train/recording_39_train.wav
"L'hyperthyroïdie est une condition où la glande thyroïde produit trop d'hormones thyroïdiennes. Plusieurs affections et maladies peuvent provoquer une hyperthyroïdie. Voici les principales :
Maladie de Basedow (ou maladie de Graves): C'est la cause la plus fréquente d'hyperthyroïdie. Il s'agit d'une maladie auto-immune où le système immunitaire attaque la glande thyroïde, la stimulant à produire trop d'hormones.
Nodules thyroïdiens autonomes (ou toxiques): Des nodules ou des tumeurs bénignes de la glande thyroïde peuvent produire des quantités excessives d'hormones thyroïdiennes. Lorsqu'un seul nodule est responsable, on parle de ""nodule toxique"". Lorsque plusieurs nodules sont impliqués, il s'agit d'un ""goitre multinodulaire toxique"".
Thyroïdite: Inflammation de la glande thyroïde qui peut parfois provoquer une libération excessive d'hormones stockées dans la glande. Cela peut être dû à des infections virales (thyroïdite subaiguë) ou à d'autres causes, comme la thyroïdite post-partum après l'accouchement.",train/recording_40_train.wav
"Surconsommation d'iode: L'iode est essentiel pour la production d'hormones thyroïdiennes. Cependant, une surconsommation peut parfois déclencher une hyperthyroïdie, en particulier chez les personnes qui ont déjà des nodules thyroïdiens ou d'autres problèmes de thyroïde sous-jacents.
Médicaments: Certains médicaments contenant du T3 ou du T4 (comme la lévothyroxine) peuvent provoquer une hyperthyroïdie s'ils sont pris en quantités excessives.
Tumeur de l'hypophyse: Bien que rare, une tumeur de l'hypophyse peut produire des niveaux excessifs de TSH, stimulant ainsi la glande thyroïde.
Tumeurs ovariennes ou testiculaires: Certaines tumeurs peuvent produire des hormones thyroïdiennes, entraînant une hyperthyroïdie.
Thyrotoxicose factice: C'est une hyperthyroïdie provoquée par la prise délibérée d'hormones thyroïdiennes, souvent sans raison médicale. Elle peut survenir, par exemple, chez des personnes qui consomment des médicaments thyroïdiens pour perdre du poids.
Il est essentiel de consulter un médecin ou un endocrinologue si l'on suspecte une hyperthyroïdie, car un diagnostic précoce et un traitement approprié peuvent aider à prévenir des complications graves.
",train/recording_41_train.wav
"Thyroïdite de Hashimoto (ou thyroïdite chronique auto-immune): Il s'agit de la cause la plus courante d'hypothyroïdie. Le système immunitaire attaque et détruit progressivement la glande thyroïde, réduisant sa capacité à produire des hormones.
Traitement pour une hyperthyroïdie: Les personnes traitées pour une hyperthyroïdie (par exemple, avec de l'iode radioactif ou par chirurgie) peuvent finir par développer une hypothyroïdie.
Chirurgie thyroïdienne: La suppression d'une partie ou de la totalité de la glande thyroïde peut conduire à une insuffisance en hormones thyroïdiennes.
Radiothérapie: Les personnes qui reçoivent une radiothérapie pour des cancers de la tête ou du cou peuvent développer une hypothyroïdie si la glande thyroïde est touchée par le rayonnement.
Médicaments: Certains médicaments peuvent affecter la fonction thyroïdienne, conduisant à une hypothyroïdie. Parmi eux, l'amiodarone (utilisée pour traiter les arythmies cardiaques) et le lithium (utilisé pour les troubles bipolaires) sont couramment associés à l'hypothyroïdie.Déficit en iode: L'iode est nécessaire à la production d'hormones thyroïdiennes. Dans certaines régions du monde où l'apport en iode est insuffisant, l'hypothyroïdie peut être courante.

",train/recording_42_train.wav
"Atteinte de l'hypophyse: Si l'hypophyse ne produit pas suffisamment de TSH (thyréostimuline), la glande thyroïde ne sera pas correctement stimulée pour produire des hormones thyroïdiennes.Thyroïdite post-partum: Après l'accouchement, certaines femmes peuvent développer une inflammation de la glande thyroïde, conduisant d'abord à une hyperthyroïdie temporaire suivie d'une hypothyroïdie.
Thyroïdite silencieuse ou subaiguë: C'est une inflammation de la glande thyroïde qui cause d'abord une hyperthyroïdie temporaire, qui évolue ensuite vers une hypothyroïdie avant de revenir à la normale.
Congénitale: Dans de rares cas, certains bébés naissent avec une glande thyroïde dysfonctionnelle ou sans glande thyroïde.
Il est crucial de consulter un médecin ou un endocrinologue si l'on suspecte une hypothyroïdie, car elle peut entraîner divers symptômes et complications si elle n'est pas traitée. Une simple prise de sang permet généralement de poser le diagnostic et d'initier un traitement adapté.
",
"La maladie de Basedow, également connue sous le nom de maladie de Graves, est une affection auto-immune qui affecte la glande thyroïde. C'est la cause la plus courante d'hyperthyroïdie. Voici une description détaillée de cette maladie :
Nature de la maladie: 
   - C'est une maladie auto-immune. Cela signifie que le système immunitaire attaque par erreur la glande thyroïde, la stimulant à produire une quantité excessive d'hormones thyroïdiennes.
Symptômes :
   - Palpitations cardiaques
   - Tremblements
   - Perte de poids malgré un appétit accru
   - Intolérance à la chaleur et transpiration excessive
   - Fatigue
   - Diarrhée ou selles fréquentes
   - Irritabilité ou nervosité
   - Changements menstruels
   - Gonflement et rétraction des paupières, yeux exorbités (ophtalmopathie de Basedow)
   - Augmentation de la taille de la thyroïde (goitre)
",
"Signes distinctifs:
   - L'ophtalmopathie de Basedow est l'un des signes distinctifs de cette maladie. Elle peut causer une rétraction des paupières, des yeux exorbités, une double vision, et parfois une perte de la vision.
   - Un autre signe moins courant est le myxœdème prétibial, qui est un épaississement et un rougissement de la peau, généralement sur le devant des jambes.
Causes: 
   - Bien que la cause exacte soit inconnue, plusieurs facteurs peuvent contribuer à l'apparition de la maladie, dont des facteurs génétiques, hormonaux et environnementaux.
Diagnostic :
   - La maladie est généralement diagnostiquée par des tests sanguins qui montrent des niveaux élevés d'hormones thyroïdiennes (T3 et T4) et un faible niveau de TSH. D'autres tests, comme la scintigraphie thyroïdienne, peuvent aussi être utilisés.",
"Signes distinctifs :
   - L'ophtalmopathie de Basedow est l'un des signes distinctifs de cette maladie. Elle peut causer une rétraction des paupières, des yeux exorbités, une double vision, et parfois une perte de la vision.
   - Un autre signe moins courant est le myxœdème prétibial, qui est un épaississement et un rougissement de la peau, généralement sur le devant des jambes.
Causes : 
   - Bien que la cause exacte soit inconnue, plusieurs facteurs peuvent contribuer à l'apparition de la maladie, dont des facteurs génétiques, hormonaux et environnementaux.
Diagnostic :
   - La maladie est généralement diagnostiquée par des tests sanguins qui montrent des niveaux élevés d'hormones thyroïdiennes (T3 et T4) et un faible niveau de TSH. D'autres tests, comme la scintigraphie thyroïdienne, peuvent aussi être utilisés.",
"Traitement :
   - Médicaments antithyroïdiens (comme le méthimazole ou le propylthiouracile) qui réduisent la production d'hormones thyroïdiennes.
   - Iode radioactif pour détruire une partie de la glande thyroïde.
   - Chirurgie pour retirer tout ou partie de la glande thyroïde.
   - Pour l'ophtalmopathie, des corticostéroïdes, la radiothérapie ou la chirurgie peuvent être nécessaires.
",
"La maladie de Basedow peut être une affection à vie, mais avec un traitement approprié, beaucoup de personnes peuvent mener une vie normale. Certains patients peuvent même entrer en rémission et arrêter le traitement, bien que la surveillance soit toujours nécessaire.
",
"Sans traitement, l'hyperthyroïdie sévère peut entraîner une crise thyréotoxique (ou tempête thyroïdienne), une affection potentiellement mortelle. D'autres complications comprennent des problèmes cardiaques et une faiblesse osseuse. 
Il est crucial de consulter un médecin ou un endocrinologue si l'on suspecte une maladie de Basedow pour obtenir un diagnostic précis et un traitement approprié.
Les hormones thyroïdiennes jouent un rôle essentiel dans de nombreux aspects du métabolisme et du développement du corps. Elles sont produites par la glande thyroïde, située à la base du cou. Les principales hormones thyroïdiennes sont la thyroxine (T4) et la triiodothyronine (T3).
",
"Les hormones thyroïdiennes augmentent le métabolisme basal, c'est-à-dire la quantité d'énergie dépensée au repos. Elles augmentent la production de chaleur et la consommation d'oxygène par les tissus, en particulier dans les muscles.
",
"Les hormones thyroïdiennes sont cruciales pour le développement du cerveau pendant la vie fœtale et la petite enfance.
 Elles jouent également un rôle dans la maturation des autres organes pendant le développement fœtal.
",
"Le cancer de la thyroïde est une forme de cancer qui se développe dans la glande thyroïde, une petite glande en forme de papillon située à la base du cou, juste en dessous de la pomme d'Adam. La thyroïde joue un rôle crucial dans la régulation du métabolisme, de la croissance et du développement du corps en produisant des hormones thyroïdiennes.
",
"Carcinome papillaire : C'est le type le plus courant de cancer de la thyroïde, il se développe à partir des cellules folliculaires et a tendance à croître lentement. Il est généralement associé à un bon pronostic.
Carcinome vésiculaire : Ce type provient également des cellules folliculaires et a une tendance à se propager aux ganglions lymphatiques et éventuellement à d'autres parties du corps.
Carcinome médullaire : Il se développe à partir des cellules C de la thyroïde, qui sont responsables de la production de calcitonine. Ce type de cancer peut être lié à des prédispositions génétiques.
Carcinome anaplasique : C'est une forme rare mais très agressive de cancer de la thyroïde qui peut se propager rapidement et causer des symptômes graves.
Lymphome thyroïdien : Il s'agit d'un cancer du système lymphatique situé dans la thyroïde. Il est également rare.
",
"Les symptômes du cancer de la thyroïde peuvent varier, mais ils peuvent inclure des nodules thyroïdiens palpables, des changements dans la voix, des problèmes de déglutition, un gonflement du cou et une fatigue inexpliquée.
Le traitement du cancer de la thyroïde dépend du type et de la gravité de la maladie. Il peut inclure la chirurgie pour enlever tout ou partie de la glande thyroïde (thyroïdectomie), la radiothérapie et la prise d'hormones thyroïdiennes synthétiques pour compenser la fonction thyroïdienne altérée après la chirurgie.
Le pronostic du cancer de la thyroïde est généralement positif, en particulier pour les carcinomes papillaires et vésiculaires. La détection précoce et le traitement approprié jouent un rôle essentiel dans les résultats. Les patients atteints de cancer de la thyroïde doivent être suivis régulièrement par un médecin pour surveiller la progression de la maladie et ajuster les traitements si nécessaire.
",
"La glande thyroïde est une glande endocrine située à la base du cou, juste en dessous de la pomme d'Adam. Voici une description de son apparence et de sa structure:
Forme et position : La thyroïde a une forme qui ressemble à un papillon ou à la lettre ""H"". Elle est composée de deux lobes (droit et gauche) reliés par un isthme central. L'isthme recouvre généralement les 2e et 3e anneaux trachéaux, bien qu'il puisse parfois être absent, auquel cas les deux lobes sont séparés.
Taille : La taille de la glande thyroïde peut varier d'une personne à l'autre. Chez l'adulte, chaque lobe mesure habituellement environ 4 à 6 cm de longueur, 1,5 à 2 cm de largeur, et 1 à 1,5 cm d'épaisseur. L'isthme mesure habituellement environ 1,2 à 1,5 cm en largeur. La glande entière pèse généralement entre 15 et 25 grammes.
Couleur et texture : La glande thyroïde a une couleur rougeâtre à brunâtre. Elle est ferme mais légèrement compressible au toucher.
Structure interne : À l'intérieur, la glande thyroïde est constituée d'unités folliculaires remplies de colloïde. Ce colloïde contient la thyroglobuline, une protéine nécessaire à la synthèse des hormones thyroïdiennes.
",
"L'emplacement de la thyroïde, à la base du cou, la rend sensible à la palpation, surtout si elle est agrandie ou si elle présente des nodules. Lors d'une palpation normale, elle est généralement lisse. Cependant, des nodules ou une inflammation peuvent rendre sa surface irrégulière.
Il est à noter que la description ci-dessus correspond à une glande thyroïde normale. Des conditions telles que les nodules thyroïdiens, la thyroïdite, le goitre et d'autres affections peuvent modifier la taille, la forme et la consistance de la glande.
",
"L'isthme est une structure anatomique qui, dans le contexte de la glande thyroïde, fait référence à la portion étroite de la glande qui relie ses deux lobes principaux, le lobe droit et le lobe gauche.",
"Position : L'isthme se situe à la base du cou et recouvre généralement les 2e et 3e anneaux de la trachée, juste en dessous de la pomme d'Adam. Il est antérieur à la trachée.
Taille : L'isthme mesure habituellement entre 1,2 et 1,5 cm de large. Sa hauteur et son épaisseur peuvent varier, mais en général, sa taille est relativement petite par rapport aux lobes de la thyroïde.
Forme et structure : C'est une bande de tissu thyroïdien qui est généralement plus mince que les lobes eux-mêmes. Comme le reste de la glande thyroïde, l'isthme est composé de follicules thyroïdiens remplis de colloïde.
Variabilité : Chez certaines personnes, l'isthme peut être absent ou très mince, ce qui donne à la thyroïde une apparence de deux lobes distincts sans connexion palpable entre eux. Parfois, il peut aussi y avoir une protubérance ou un lobe pyramidal qui s'étend vers le haut à partir de l'isthme.",
"Il est à noter que l'isthme peut être le siège de nodules ou de pathologies, tout comme les lobes de la glande thyroïde. En cas de suspicion de problème thyroïdien, un professionnel de santé peut palper l'isthme et les lobes adjacents pour détecter toute irrégularité ou gonflement.",
"L'hyperthyroïdie désigne l'hyperfonctionnement de la glande thyroïde qui accroît la production des hormones thyroïdiennes dont la conséquence est la thyrotoxicose. On distingue :  l'hyperthyroïdie clinique (encore appelée patente ou avérée) correspondant à l'association de signes cliniques francs et d'une biologie perturbée (TSH basse, T4 et/ou T3 élevées) ;",
"L'échoguidage est l'utilisation de l'échographie pour guider la progression de l'aiguille depuis sa pénétration cutanée jusqu'à la cible (le nodule). L'échoguidage apporte la preuve visuelle que le prélèvement a bien porté sur le nodule cible, réduit la proportion de prélèvements non contributifs (56) et la fréquence des complications (49). L'échoguidage suppose une échographie mode B temps réel (ce qui est actuellement disponible sur tous les échographes). Les dispositifs de guide de ponction ne sont pas adaptés à la cytoponction thyroïdienne : le guide induit un espace mort qui nécessiterait des aiguilles d'une longueur excessive compte tenu du petit calibre utilisé. En outre ce dispositif interdit les prélèvements radiaires. Il n'est donc pas utilisé pour la thyroïde. La technique utilisée est la ponction dite "" à main libre "", l'opérateur tenant l'aiguille dans sa main dominante et la sonde dans l'autre. ",
"On réalise de petits mouvements de va-et-vient sans ressortir du nodule pour prélever en différentes zones (prélèvement radiaire). La procédure de cytoponction échoguidée est rapide (environ 15 min), réalisée en ambulatoire au cabinet médical, par un seul opérateur, quasiment indolore en des mains expérimentées. Elle nécessite un apprentissage qui doit être maintenu par une pratique régulière. ",
"Classiquement les résultats cytologiques étaient regroupés en quatre groupes : bénin, malin, suspects et non contributifs. Dans un but d'uniformisation des pratiques et des comptes rendus cytologiques, une conférence de consensus internationale s'est réunie à Bethesda aux États-Unis en 2010. Elle a élaboré un système en six groupes. À chaque groupe sont associés une description cytologique, un risque de cancer et une conduite à tenir. Une deuxième version de cette classification a été publiée en 2017 (57). Tous les comptes rendus de cytologie thyroïdienne devraient actuellement être fournis selon cette classification de Bethesda. ",
"Ses indications ne sont pas consensuelles, certaines équipes la réalisant systématiquement en association avec la cytoponction (59), d'autres l'utilisant uniquement en cas de cytologies non diagnostiques à deux reprises, voire en cas de résultats indéterminés (60). Bien utilisée, ses complications sont rares, de l'ordre de 1 % pour les équipes qui la pratiquent régulièrement (61, 62). Une méta-analyse d'études observationnelles publiée en 2018 (39 études, 14 818 patients) a montré que le taux global de complications après micro-biopsie était de 1,11 % (IC95% 0,64 à 1,51) dont 0,06 % (IC95% 0,02 à 0,10) de complications graves (changement permanent de la voix, hématome nécessitant une hospitalisation, pseudo-anévrysme) (61). La principale limite diagnostique de la micro-biopsie est qu'elle ne peut pas formellement éliminer un cancer vésiculaire. ",
"Une étude observationnelle prospective menée auprès de 263 endocrinologues français sur 992 patients consécutifs avec un diagnostic d'hyperthyroïdie a montré la réalisation d'une échographie chez 94 % de ceux-ci, quel que soit le diagnostic évoqué (Basedow, goitre multinodulaire ou nodule toxique). La scintigraphie était réalisée chez 40 % des patients, mais de manière différenciée selon le diagnostic évoqué (31,1 % en cas de Basedow, 67,6 % en cas de goitre multinodulaire, 89,4 % en cas d'adénome toxique). Enfin, cette étude a montré que les anticorps anti-récepteurs de la TSH n'étaient dosés que dans 61 % des cas de Basedow ",
"Ces techniques qui s'appliquent sur les prélèvements cytologiques (immunocytochimie) ou microbiopsiques (immunohistochimie) ne sont pas des techniques communément utilisées en routine clinique en France. Elles consistent à révéler la présence de molécules que l'on sait être sur- ou sousexprimées en cas de cancer (thyroperoxydase TPO, HBME1, CK19, Galectine 3, CK19) ou être la traduction d'une mutation de BRAFV600E. Elles sont surtout utilisées dans le cas de cytologies indéterminées (Bethesda III et IV) (63) ou de micro-biopsies. ",
"À la différence de la cytologie qui va étudier l'aspect des cellules thyroïdiennes, la micro-biopsie va fournir un fragment de tissu qui va permettre d'étudier son architecture et permettre de mettre en évidence d'éventuelles invasions tumorales intravasculaires. Toutefois, la micro-biopsie est un examen plus lourd dans sa mise en œuvre, nécessitant une anesthésie locale soigneuse, plan par plan jusqu'à la capsule thyroïdienne. En effet, elle est réalisée avec des aiguilles de gros calibre (16 à 18G). Elle ne peut être réalisée par un seul opérateur qui doit bénéficier de l'aide d'un assistant. Une étude balistique soigneuse permet d'optimiser la zone de tir et le choix du pistolet à biopsie : tir automatique avec une meilleure efficacité dans les nodules fermes, mais avec un tir en avant de l'extrémité de l'aiguille dans le positionnement ou tir semi-automatique sans avance de l'extrémité de l'aiguille, mais moins efficace si le nodule est ferme. ",
